Class ID,Preferred Label,Synonyms,Definitions,API parent label,API parent combined definitions,API parent description,http://purl.org/dc/elements/1.1/description,http://www.w3.org/2000/01/rdf-schema#comment
http://purl.obolibrary.org/obo/ENVO_00005792,underground water,subterranean water,"Water which has physicochemical properties determined by processes which occur beneath the planetary crust.|This class references any water that's under a planetary surface. For water that is in an aquifer, see ""groundwater"" (ENVO:01001004). Previously, this class included both.",liquid water,An environmental material primarily composed of dihydrogen oxide in its liquid form. ; ,An environmental material primarily composed of dihydrogen oxide in its liquid form.,,"This class references any water that's under a planetary surface. For water that is in an aquifer, see ""groundwater"" (ENVO:01001004). Previously, this class included both."
http://purl.obolibrary.org/obo/ENVO_01001684,interface layer,,"A layer which separates two portions of environmental material which possess 1) differing compositions, 2) a discontinuity of some property, or 3) some derivative of some property in a direction normal to the interface.",layer,"A material entity which 1) is spatially continuous, 2) is composed of material of comparable thickness, composition, and physical properties, and 3) is physically distinct from adjacent portions of environmental material. ; ","A material entity which 1) is spatially continuous, 2) is composed of material of comparable thickness, composition, and physical properties, and 3) is physically distinct from adjacent portions of environmental material.",,
http://purl.obolibrary.org/obo/ENVO_00000121,artificial channel,improved channel|flume,A channel of a watercource which has been constructed by humans or their technologies.,channel of a watercourse,"The physical confine of a river, slough or ocean strait consisting of a bed and banks. ; ","The physical confine of a river, slough or ocean strait consisting of a bed and banks.",,
http://purl.obolibrary.org/obo/ENVO_01001024,particle radiation,,A radiation process during which energy is transmitted or emitted by means of fast-moving subatomic particles.,radiation,A process during which energy is emitted or transmitted in the form of waves or particles through space or a material medium. ; ,A process during which energy is emitted or transmitted in the form of waves or particles through space or a material medium.,,
http://purl.obolibrary.org/obo/ENVO_01001230,tropical marginal sea biome,,A marginal sea biome which is located in a region with a tropical climate.,tropical biome,,A biome which is subject to tropical climatic conditions.,,
http://purl.obolibrary.org/obo/ENVO_01001698,polar front,,A weather front which separates air masses of tropical and polar origin.,weather front,A gaseous front which separates two masses of air with different densities and is a principal cause of meteorological phenomena. ; ,A gaseous front which separates two masses of air with different densities and is a principal cause of meteorological phenomena.,,
http://purl.obolibrary.org/obo/PATO_0001960,interdigitated,,"A shape quality inhering in a bearer by virtue of the bearer's parts or projections being interlocked; for example, the fingers of two hands that are clasped.",shape,"A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc). ; ","A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc).",,
http://purl.obolibrary.org/obo/CHEBI_37622,carboxamide,,,organooxygen compound,,An organochalcogen compound containing at least one carbon-oxygen bond.,,
http://purl.obolibrary.org/obo/PATO_0001740,activity (of a radionuclide),radioactivity,A radiation quality inhering in a radioactive substance by virtue of its transformation (disintegration) rate.,quality of a substance,A quality inhering in a bearer by virtue of its constitution. ; ,A quality inhering in a bearer by virtue of its constitution.,,
http://purl.obolibrary.org/obo/PATO_0001741,radioactive,,A radiation quality inhering in bearer by virtue of the bearer's exhibiting or being caused by radioactivity.,activity (of a radionuclide),,A radiation quality inhering in a radioactive substance by virtue of its transformation (disintegration) rate.,,
http://purl.obolibrary.org/obo/ENVO_01000539,mesosphere,,The mesosphere is part of the earth's atmosphere which is between the stratosphere and the thermosphere in which temperature decreases with altitude to the atmosphere's absolute minimum,atmospheric layer,,A layer that is part of the atmosphere.,,
http://purl.obolibrary.org/obo/ENVO_03501332,occupational environment,work environment,An anthropogenic environment which is the product of a particular human occupational acitivity.,anthropogenic environment,,An anthropogenic environment is an environmental system which is the product of human activity.,,
http://purl.obolibrary.org/obo/ENVO_01000931,migration path,migratory route|migration corridor,"An ecological corridor through which organisms move during a migration process.|This term refers to the ecosystem(s) the organisms traverse, rather than the spatial track they cover. The latter is better placed in a geospatial ontology.",ecological corridor,An ecosystem which bridges two or more adjoining ecosystems and through which organisms may move or propagate. ; ,An ecosystem which bridges two or more adjoining ecosystems and through which organisms may move or propagate.,,"This term refers to the ecosystem(s) the organisms traverse, rather than the spatial track they cover. The latter is better placed in a geospatial ontology."
http://purl.obolibrary.org/obo/GO_0043554,"aerobic respiration, using arsenite as electron donor",,,energy derivation by oxidation of reduced inorganic compounds,The chemical reactions and pathways by which a cell derives energy from inorganic compounds; results in the oxidation of the compounds from which energy is released. ; ,The chemical reactions and pathways by which a cell derives energy from inorganic compounds; results in the oxidation of the compounds from which energy is released.,,
http://purl.obolibrary.org/obo/ENVO_01000614,bicycle,cycle|bike,"A bicycle is a human-powered, pedal-driven, single-track vehicle, having two wheels attached to a frame, one behind the other.",vehicle,,A vehicle is a mobile machine which transports people or cargo.,,
http://purl.obolibrary.org/obo/ENVO_00000187,tundra mire,,"Peatlands with a shallow peat layer, only about 500 mm thick, dominated by sedges and grasses. They form in permafrost areas, covering around 110,000 to 160,000 km2 in Alaska, Canada, and the former USSR.",peatland,"A wetland ecosystem which accumulates acidic peat, a deposit of dead plant material. ; ","A wetland ecosystem which accumulates acidic peat, a deposit of dead plant material.",,
http://purl.obolibrary.org/obo/ENVO_01001289,brush fire,,A land fire which consumes low-growing plants such as scrub and brush.,land fire,,"A fire which occurs on land, typically consuming a terrestrial ecosystem as fuel.",,
http://purl.obolibrary.org/obo/ENVO_00002000,slope,side|flank,A solid astronomical body part which is part of the planetary surface between the peak of an elevation or the bottom of a depression and relatively flat surrounding land.,landform,A solid astronomical body part which has been formed from and is composed primarily of the matter of that astronomical body. ; ,A solid astronomical body part which has been formed from and is composed primarily of the matter of that astronomical body.,,
http://purl.obolibrary.org/obo/ENVO_02000155,solid waste material,solid waste,Solid material that has a waste role.,solid environmental material,,An environmental material which is in a solid state.,,
http://purl.obolibrary.org/obo/BFO_0000038,one-dimensional temporal region,,,temporal region,,,,
http://purl.obolibrary.org/obo/ENVO_06105233,dry soil albedo,,Soil albedo which inheres in dry soil.,soil albedo,,Albedo which inheres in soil.,,
http://purl.obolibrary.org/obo/ENVO_01000787,wildfire,wildland fire,"A conflagration which is uncontrolled and combusts material in a vegetated area, be it rural or wild.|The definition of ""wildland"" or ""wild"" is ambiguous.",conflagration,"A fire which occurs in a large spatial area poses a risk to human life, animal life, health, and/or property. ; ","A fire which occurs in a large spatial area poses a risk to human life, animal life, health, and/or property.",,"The definition of ""wildland"" or ""wild"" is ambiguous."
http://purl.obolibrary.org/obo/CHEBI_79389,monovalent inorganic anion,,,inorganic anion,,,,
http://purl.obolibrary.org/obo/ENVO_01000629,climate change,,"The long-term fluctuations in temperature, precipitation, wind, and all other aspects of the Earth's climate. External processes, such as solar-irradiance variations, variations of the Earth's orbital parameters (eccentricity, precession, and inclination), lithosphere motions, and volcanic activity, are factors in climatic variation. Internal variations of the climate system, e.g., changes in the abundance of greenhouse gases, also may produce fluctuations of sufficient magnitude and variability to explain observed climate change through the feedback processes interrelating the components of the climate system.|Definition vebatim from GEMET. Will need to be refined. Further, distinction between ""climate change"" and (one or many) ""climate change process"" will need to be discussed. Fluctuations are not processes, per se.",environmental system process,,A process in which includes the components of an environmental system as participants.,,"Definition vebatim from GEMET. Will need to be refined. Further, distinction between ""climate change"" and (one or many) ""climate change process"" will need to be discussed. Fluctuations are not processes, per se."
http://purl.obolibrary.org/obo/ENVO_03510012,paper dye,,Dyes used for the coloration or brightening of paper.,dye,A coloured substance that chemically bonds to the substrate to which it is being applied ; ,A coloured substance that chemically bonds to the substrate to which it is being applied,,
http://purl.obolibrary.org/obo/ENVO_01001688,mass of fluid,fluid mass,"An object which is composed primarily of a fluid.|This class and its subclasses refer to objects that are discrete accumulations of environmental materials, generally primarily composed of one or a few main material types.",mass of environmental material,,An object which is composed primarily of an environmental material,,"This class and its subclasses refer to objects that are discrete accumulations of environmental materials, generally primarily composed of one or a few main material types."
http://purl.obolibrary.org/obo/ENVO_03510021,varnish,,"A clear transparent hard protective film or finish, primarily used for wood finishing applications.|Varnish is traditionally composed of a drying oil, a resin, and a thinner or solvent.",manufactured product,,"A material entity that has been processed by humans or their technology in any way, including intermediate products as well as final products.",,"Varnish is traditionally composed of a drying oil, a resin, and a thinner or solvent."
http://purl.obolibrary.org/obo/NCBITaxon_27549,Oedipodinae,Locustinae|band-winged grasshoppers,,Acrididae,,,,
http://purl.obolibrary.org/obo/ENVO_01000025,marine neritic benthic zone biome,,The marine neritic zone biome comprises sea floor from the high tide mark to a continental shelf break. This zone generally extends to 200 m below average sea level.,marine benthic biome,"The marine benthic biome (benthic meaning 'bottom') encompasses the seafloor and includes such areas as shores, littoral or intertidal areas, marine coral reefs, and the deep seabed. ; ","The marine benthic biome (benthic meaning 'bottom') encompasses the seafloor and includes such areas as shores, littoral or intertidal areas, marine coral reefs, and the deep seabed.",,
http://purl.obolibrary.org/obo/ENVO_00002164,fossil material,,A solid environmental material which is formed by the replacement of organic substances (including those in soils and sediments) with mineral material.,solid environmental material,,An environmental material which is in a solid state.,,
http://purl.obolibrary.org/obo/ENVO_01000973,kiosk,,A booth with an open window on one side.|This definition of kiosk is characteristic of the Western hemisphere and used in English-speaking countries.,commercial building,,A building which is primarily used to facilitate the buying or selling of goods or services.,,This definition of kiosk is characteristic of the Western hemisphere and used in English-speaking countries.
http://purl.obolibrary.org/obo/ENVO_09000004,amount of carbon atom in environmental material,environmental material carbon atom amount,The amount of a carbon atom when measured in environmental material.,amount,The number of entities of this type that are part of the whole organism. ; ,The number of entities of this type that are part of the whole organism.,,
http://purl.obolibrary.org/obo/ENVO_01000733,stock,,A stock is a discordant igneous intrusion having a surface exposure of less than 100 square kilometres. Stocks differ from batholiths only in being smaller.,igneous intrusion,"An igneous intrusion is a mass of rock and minerals formed when magma cools, solidifies, and undergoes fractional crystallisation without reaching the surface. ; ","An igneous intrusion is a mass of rock and minerals formed when magma cools, solidifies, and undergoes fractional crystallisation without reaching the surface.",,
http://purl.obolibrary.org/obo/FOODON_00001225,smoked meat food product,,,cured meat food product,"A meat that is preserved by the addition of a combination of salt, sugar, nitrates  or nitrite and or is smoked. ; ","A meat that is preserved by the addition of a combination of salt, sugar, nitrates  or nitrite and or is smoked.",,
http://purl.obolibrary.org/obo/ENVO_01001511,freshwater ice,,Water ice which is formed by the freezing of fresh water.,fluid environmental material,An environmental material which is unable to resist shear forces and continuously deforms when subject to them. ; ,An environmental material which is unable to resist shear forces and continuously deforms when subject to them.,,Water ice which is formed by the freezing of fresh water.
http://purl.obolibrary.org/obo/PATO_0002180,straight,,"A shape quality inhering in a bearer by virtue of the bearer's being free of curves, bends, or angles.",shape,"A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc). ; ","A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc).",,
http://purl.obolibrary.org/obo/PATO_0002182,molecular quality,relational molecular quality,"A quality which inheres in a molecular entity, a single molecule, atom, ion, radical etc.",physical object quality,A quality which inheres in a continuant. ; ,A quality which inheres in a continuant.,,
http://purl.obolibrary.org/obo/PATO_0002181,displaced,,A positional quality inhering in a bearer by virtue the bearer's being changed in position.,position,A spatial quality inhering in a bearer by virtue of the bearer's spatial location relative to other objects in the vicinity. ; ,A spatial quality inhering in a bearer by virtue of the bearer's spatial location relative to other objects in the vicinity.,,
http://purl.obolibrary.org/obo/CHEBI_63409,pentose derivative,,,monosaccharide derivative,,A carbohydrate derivative that is formally obtained from a monosaccharide.,,
http://purl.obolibrary.org/obo/ENVO_01001557,water-body-derived ice,,"Ice which has formed as the result of freezing of water which was part of a water body.|In the United States, NOAA considers ice formed from the freezing of the waters of the Great Lakes as being the same as sea ice. This class attempts to provide a distinction for clarity.",water ice,Ice which is formed from water. ; ,Ice which is formed from water.,,"In the United States, NOAA considers ice formed from the freezing of the waters of the Great Lakes as being the same as sea ice. This class attempts to provide a distinction for clarity."
http://purl.obolibrary.org/obo/ENVO_01000326,deep chlorophyll maximum layer,subsurface chlorophyll maximum layer|DCM,"A subsurface layer in a water body, typically an ocean or lake, in which chlorophyll concentrations reach their maximum.|The DCM may or may not indicate greater abundance of photosynthetic, chlorophyll-bearing cells, as shade-adapted cells may have a greater chlorophyll to biomass ration than surface variants. Further, some DCMs may be formed by the sinking of cells from surface zones or the subduction of surface waters, rather than through biotic, community-level processess.",aquatic layer,,"A layer in a water mass, itself composed primarily of water.",,"The DCM may or may not indicate greater abundance of photosynthetic, chlorophyll-bearing cells, as shade-adapted cells may have a greater chlorophyll to biomass ration than surface variants. Further, some DCMs may be formed by the sinking of cells from surface zones or the subduction of surface waters, rather than through biotic, community-level processess."
http://purl.obolibrary.org/obo/CHEBI_46662,mineral,mineraux|minerals|minerales|Minerale|mineral,"In general, a mineral is a chemical substance that is normally crystalline formed and has been formed as a result of geological processes. The term also includes metamict substances (naturally occurring, formerly crystalline substances whose crystallinity has been destroyed by ionising radiation) and can include naturally occurring amorphous substances that have never been crystalline ('mineraloids') such as georgite and calciouranoite as well as substances formed by the action of geological processes on bigenic compounds ('biogenic minerals').",chemical substance,,"A chemical substance is a portion of matter of constant composition, composed of molecular entities of the same type or of different types.",,
http://purl.obolibrary.org/obo/UBERON_0004151,cardiac chamber,heart chamber|chamber of heart,A cardiac chamber surrounds an enclosed cavity within the heart.,mesoderm-derived structure,An anatomical structure that develops (entirely or partially) from the mesoderm. ; ,An anatomical structure that develops (entirely or partially) from the mesoderm.,,
http://purl.obolibrary.org/obo/ENVO_01001224,office,,A building part within which administrative work is done by an organisations users in order to support and realise the objectives of that organization.,building part,,A building part is a construction which is part of a building.,,
http://purl.obolibrary.org/obo/ENVO_06105238,residual water in soil,,Liquid water which is present in soils as discontinuous volumnes of water in contact with solid and gaseous components of the soil.,liquid water,An environmental material primarily composed of dihydrogen oxide in its liquid form. ; ,An environmental material primarily composed of dihydrogen oxide in its liquid form.,,
http://purl.obolibrary.org/obo/ENVO_01001222,commercial building,,"A building which is primarily used to facilitate the buying or selling of goods or services.|""Commerce includes legal, economic, political, social, cultural and technological systems that are in operation in any country or internationally.""",building,A permanent walled and roofed construction. ; ,A permanent walled and roofed construction.,,"""Commerce includes legal, economic, political, social, cultural and technological systems that are in operation in any country or internationally."""
http://purl.obolibrary.org/obo/CHEBI_24632,hydrocarbon,,,organic fundamental parent,,"An organic fundamental parent is a structure used as a basis for substitutive names in organic nomenclature, containing, in addition to one or more hydrogen atoms, a single atom of an element, a number of atoms (alike or different) linked together to form an unbranched chain, a monocyclic or polycyclic ring system, or a ring assembly or ring/chain system.",,
http://purl.obolibrary.org/obo/ENVO_02000129,bottom ash,,"a coarse, angular ash particle that is too large to be carried up into the smoke stacks so it forms in the bottom of the coal furnace.",coal ash,Ash that is produced from the burning of coal. ; ,Ash that is produced from the burning of coal.,,
http://purl.obolibrary.org/obo/ENVO_01001183,arable or pasturable land,,"Land which either hosts plant communities upon which animals may graze has been manipulated by tilling, ploughing, or other human activity for the purposes of seed sowing or planting crops.|This class does not refer to the land that is potenitally cultivable, only referencing land that is being managed for cultivation. This class has been created to support the FAO definition of arable lands in FAOSTAT.",land,A surface layer of an astronomical body which is primarily composed of solid material and is not covered by oceans or other bodies of water. ; ,A surface layer of an astronomical body which is primarily composed of solid material and is not covered by oceans or other bodies of water.,,"This class does not refer to the land that is potenitally cultivable, only referencing land that is being managed for cultivation. This class has been created to support the FAO definition of arable lands in FAOSTAT."
http://purl.obolibrary.org/obo/ENVO_01000708,riverine flooding,,"Riverine flooding is a process in which the flow rate of river water exceeds the capacity of its channel, thus flooding neighbouring land. Bends and meanders in a river channel are particularly disposed to such flooding.",flooding,"A general and temporary condition of partial or complete inundation of normally dry land areas from the overflow of inland and/or tidal waters, and/or the unusual and rapid accumulation or runoff of surface waters from any source. A great flow along a watercourse or a flow causing inundation of lands not normally covered by water. ; ","A general and temporary condition of partial or complete inundation of normally dry land areas from the overflow of inland and/or tidal waters, and/or the unusual and rapid accumulation or runoff of surface waters from any source. A great flow along a watercourse or a flow causing inundation of lands not normally covered by water.",,
http://purl.obolibrary.org/obo/ENVO_01000130,marine hydrothermal plume,,"A marine hydrothermal vent plume, part of a marine hydrothermal vent, is a high temperature water jet laden with dissolved metals and minerals that is driven by heat generated due to tectonic activity below the vent.",hydroform,,A geographic feature which is primarily composed of a continuous volume of liquid water held in shape or sustained by an environmental process.,,
http://purl.obolibrary.org/obo/ENVO_01001641,glaciation,glacial|glacierisation|glacial period,"An interval of time within an ice age and during which temperatures fall resulting in planet-wide glacier advances.|Note that there has been long debate over the usage of this term, leading to some of the ambiguity resolved across the various classes featuring 'glaciation' as a label or synonym in ENVO. For example, see https://www.cambridge.org/core/journals/journal-of-glaciology/article/glacierization/354F9D3447C4AE8159D984B235114DE6/core-reader",one-dimensional temporal region,,,,"Note that there has been long debate over the usage of this term, leading to some of the ambiguity resolved across the various classes featuring 'glaciation' as a label or synonym in ENVO. For example, see https://www.cambridge.org/core/journals/journal-of-glaciology/article/glacierization/354F9D3447C4AE8159D984B235114DE6/core-reader"
http://purl.obolibrary.org/obo/CHEBI_36980,pyridine nucleotide,,,nucleotide,,A nucleotide is a nucleoside phosphate resulting from the condensation of the 3 or 5 hydroxy group of a nucleoside with phosphoric acid.,,
http://purl.obolibrary.org/obo/ENVO_02000147,refinement process,refining,A planned material transformation process which takes as input a material and removes impurities.,chemical engineering process,"A planned process which has the intention of producing, consuming, or transforming materials via the execution of chemical reactions. ; ","A planned process which has the intention of producing, consuming, or transforming materials via the execution of chemical reactions.",,
http://purl.obolibrary.org/obo/CHEBI_53000,epitope,,,biological role,,A role played by the molecular entity or part thereof within a biological context.,,
http://purl.obolibrary.org/obo/ENVO_01001632,groundwater flow,,A water flow process during which water is transported through an aquifer.,water flow process,,A material transport process during which a volume of liquid water is transported due to a disequilibria in physical forces.,,
http://purl.obolibrary.org/obo/CHEBI_17654,electron acceptor,,,acceptor,,"A molecular entity that can accept an electron, a pair of electrons, an atom or a group from another molecular entity.",,
http://purl.obolibrary.org/obo/ENVO_00003914,chalk soil,,Soil which has increased levels of chalk.,enriched soil,,A portion of enriched soil is a portion of soil with elevated levels of some material entity.,,
http://purl.obolibrary.org/obo/ENVO_09000026,concentration of liquid water in soil,soil water content|soil moisture content|soil liquid water concentration,The concentration of a liquid water when measured in soil.,concentration of,A quality inhering in a substance by virtue of the amount of the bearer's there is mixed with another substance. ; ,A quality inhering in a substance by virtue of the amount of the bearer's there is mixed with another substance.,,
http://purl.obolibrary.org/obo/ENVO_03501110,constructed transport system,,A system which has components that have been constructed to allow the movement of people or goods.,system,,A material entity consisting of multiple components that are causally integrated.,,
http://purl.obolibrary.org/obo/CHEBI_29067,carboxylic acid anion,,,oxoanion,,An oxoanion is an anion derived from an oxoacid by loss of hydron(s) bound to oxygen.,,
http://purl.obolibrary.org/obo/CHEBI_35107,azane,azanes,Saturated acyclic nitrogen hydrides having the general formula NnHn+2.,nitrogen hydride,,,,
http://purl.obolibrary.org/obo/BFO_0000002,continuant,,"An entity that exists in full at any time in which it exists at all, persists through time while maintaining its identity and has no temporal parts.",entity,,,,
http://purl.obolibrary.org/obo/UBERON_0035965,wall of blood vessel,vascular wall|blood vessel wall,,mesoderm-derived structure,An anatomical structure that develops (entirely or partially) from the mesoderm. ; ,An anatomical structure that develops (entirely or partially) from the mesoderm.,,
http://purl.obolibrary.org/obo/ENVO_01001480,domestic building,,A building which is primarily used for the long-term habitation of humans.,building,A permanent walled and roofed construction. ; ,A permanent walled and roofed construction.,,
http://purl.obolibrary.org/obo/PATO_0002440,ornamentation,,"A surface feature shape quality inhering in a bearer by virtue of the degree of the bearer's highly topographical with ridges, pits, rugosity or other surface structures.",surface feature shape,A surface shape quality inhering in a bearer by virtue of the bearer's shape of features present on its surface or outer shell. ; ,A surface shape quality inhering in a bearer by virtue of the bearer's shape of features present on its surface or outer shell.,,
http://purl.obolibrary.org/obo/PATO_0002443,level with,,A positional quality inhering in a bearer by virtue of the bearer's being located at the same level as another entity.,position,A spatial quality inhering in a bearer by virtue of the bearer's spatial location relative to other objects in the vicinity. ; ,A spatial quality inhering in a bearer by virtue of the bearer's spatial location relative to other objects in the vicinity.,,
http://purl.obolibrary.org/obo/PATO_0002441,ornamented,,"A surface feature shape in which the bearer's surface is highly topographical with ridges, pits, rugosity or other surface structures.",ornamentation,"A surface feature shape quality inhering in a bearer by virtue of the degree of the bearer's highly topographical with ridges, pits, rugosity or other surface structures. ; ","A surface feature shape quality inhering in a bearer by virtue of the degree of the bearer's highly topographical with ridges, pits, rugosity or other surface structures.",,
http://purl.obolibrary.org/obo/ENVO_01001620,mass of ice and snow,,A object which is composed primarily of water-based snow and ice.,snow mass,,A mass of snow.,,
http://purl.obolibrary.org/obo/IAO_0000308,figure,,An information content entity consisting of a two dimensional arrangement of information content entities such that the arrangement itself is about something.,information content entity,,,,
http://purl.obolibrary.org/obo/ENVO_01001858,cloud cover,,An area density which inheres in a clouds by virtue of some influence exerted their mass exerts on a given area.|Positioning under area density may need discussion.,area density,A density quality which inheres in a bearer by virtue of some influence exerted by the bearer's mass on a given area. ; ,A density quality which inheres in a bearer by virtue of some influence exerted by the bearer's mass on a given area.,,Positioning under area density may need discussion.
http://purl.obolibrary.org/obo/ENVO_00002053,limestone,,A sedimentary rock which is composed primarily of calcium carbonate in the form of calcite or aragnoite.,sedimentary rock,"A rock formed by deposition of either clastic sediments, organic matter, or chemical precipitates (evaporites), followed by compaction of the particulate matter and cementation during diagenesis. ; ","A rock formed by deposition of either clastic sediments, organic matter, or chemical precipitates (evaporites), followed by compaction of the particulate matter and cementation during diagenesis.",,
http://purl.obolibrary.org/obo/UBERON_0013703,integumentary projection,skin projection,Anatomical projection that is part of the integumentl system.,integumentary adnexa,"Anatomical structure embedded in or located in the integument that is part of the integumental system. Examples: hair, follicles, skin glands, claws, nails, feathers. ; ","Anatomical structure embedded in or located in the integument that is part of the integumental system. Examples: hair, follicles, skin glands, claws, nails, feathers.",,
http://purl.obolibrary.org/obo/UBERON_0013702,body proper,whole body|body,The region of the organism associated with the visceral organs.,organism subdivision,"Anatomical structure which is a subdivision of a whole organism, consisting of components of multiple anatomical systems, largely surrounded by a contiguous region of integument. ; ","Anatomical structure which is a subdivision of a whole organism, consisting of components of multiple anatomical systems, largely surrounded by a contiguous region of integument.",,
http://purl.obolibrary.org/obo/UBERON_0013701,main body axis,,"A principle subdivision of an organism that includes all structures along the primary axis, typically the anterior-posterior axis, from head to tail, including structures of the body proper where present (for example, ribs), but excluding appendages.",organism subdivision,"Anatomical structure which is a subdivision of a whole organism, consisting of components of multiple anatomical systems, largely surrounded by a contiguous region of integument. ; ","Anatomical structure which is a subdivision of a whole organism, consisting of components of multiple anatomical systems, largely surrounded by a contiguous region of integument.",,
http://purl.obolibrary.org/obo/ENVO_02000009,plant tissue culture,,"Plant tissue culture is the growth or maintenance of plant cells, tissues, organs or whole plants in vitro.",tissue culture,"Tissue culture is the culture of cells, tissues or organs in a nutrient medium under sterile conditions. ; ","Tissue culture is the culture of cells, tissues or organs in a nutrient medium under sterile conditions.",,
http://purl.obolibrary.org/obo/ENVO_03501175,psychiatric unit facility,psychiatric ward|psych ward|psych unit,A hospital unit facility which is used to provide psychiatric medicine.,hospital unit facility,,A healthcare facility which 1) is located in part of a hospital and 2) is used by an organizational unit within a hospital.,,
http://purl.obolibrary.org/obo/ENVO_01001822,active enrichment culturing unit,,An enrichment culturing unit which contains environmental material bearing ecological assemblages undergoing selection through experimentally imposed conditions.,enrichment culturing unit,,A biomaterial culturing unit which is designed to promote the growth of selected cell populations (often at the expense of others) within a community by altering the conditions of the environment within its confines.,,
http://purl.obolibrary.org/obo/FOODON_03400842,non alcoholic beverage (eurofir),,"Beverage containing no more than 0.5% alcohol; it may be flavoured, sweetened or carbonated; includes soft drinks and steeped beverages; excludes milk in all forms, fruit juices and vegetable juices.",beverage (non-milk) (eurofir),,Alcoholic or non-alcoholic beverage; excludes milk and milk-based beverages.,,
http://purl.obolibrary.org/obo/CHEBI_51086,chemical role,,A role played by the molecular entity or part thereof within a chemical context.,role,,A role is particular behaviour which a material entity may exhibit.,,
http://purl.obolibrary.org/obo/ENVO_00000894,obsolete polar biome,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000434,sclerophyllous forest,,A class created to group GFM 2000 terms by the dominant vegetation type. Definitions pending.,forest ecosystem,An ecosystem which is determined by communities of plants with a tree growth form and in which members of those communities form continuous or discontinuous regions of canopy cover. ; ,An ecosystem which is determined by communities of plants with a tree growth form and in which members of those communities form continuous or discontinuous regions of canopy cover.,,A class created to group GFM 2000 terms by the dominant vegetation type. Definitions pending.
http://purl.obolibrary.org/obo/FOODON_00001088,flaxseed oil,linseed oil|linseed oil|flax seed oil|flax oil,"An oil used as a nutritional supplement and is a traditional European ethnic food, highly regarded for its nutty flavor.|Food-grade flaxseed oil is cold-pressed, obtained without solvent extraction, in the absence of oxygen, and marketed as edible flaxseed oil.[wikipedia]",seed oil,,"The oil produced by pressing or extracting lipids from plant seeds (e.g. grapeseed oil, rapeseed oil, linseed oil) /AM",,"Food-grade flaxseed oil is cold-pressed, obtained without solvent extraction, in the absence of oxygen, and marketed as edible flaxseed oil.[wikipedia]"
http://purl.obolibrary.org/obo/ENVO_03501259,litter,,Environmental material consisting of waste products that have been discarded at an unsuitable location.,environmental material,A material entity which other material entities in an environmental system are primarily or partially composed of. ; ,A material entity which other material entities in an environmental system are primarily or partially composed of.,,
http://purl.obolibrary.org/obo/FOODON_00002131,plant based refined or partially-refined food product,,,refined or partially-refined food product,,,,
http://purl.obolibrary.org/obo/CHEBI_25362,elemental molecule,homoatomic molecules|homoatomic molecule,A molecule all atoms of which have the same atomic number.,elemental molecular entity,,A molecular entity all atoms of which have the same atomic number.,,
http://purl.obolibrary.org/obo/UBERON_0000465,material anatomical entity,,Anatomical entity that has mass.,anatomical entity,Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species. ; ,Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.,,
http://purl.obolibrary.org/obo/UBERON_0000467,anatomical system,anatomical systems|system|organ system|connected anatomical system|body system,"Multicellular, connected anatomical structure that has multiple organs as parts and whose parts work together to achieve some shared function.",anatomical structure,Material anatomical entity that is a single connected structure with inherent 3D shape generated by coordinated expression of the organism's own genome. ; ,Material anatomical entity that is a single connected structure with inherent 3D shape generated by coordinated expression of the organism's own genome.,,
http://purl.obolibrary.org/obo/UBERON_0000463,organism substance,portion of organism substance|portion of body substance|organism substance|body substance|body fluid or substance,"Material anatomical entity in a gaseous, liquid, semisolid or solid state; produced by anatomical structures or derived from inhaled and ingested substances that have been modified by anatomical structures as they pass through the body.",material anatomical entity,Anatomical entity that has mass. ; ,Anatomical entity that has mass.,,
http://purl.obolibrary.org/obo/UBERON_0000466,immaterial anatomical entity,immaterial physical anatomical entity,Anatomical entity that has no mass.,anatomical entity,Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species. ; ,Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species.,,
http://purl.obolibrary.org/obo/UBERON_0000468,multicellular organism,whole organism|whole body|body|Koerper|organism|multi-cellular organism,Anatomical structure that is an individual member of a species and consists of more than one cell.,multicellular anatomical structure,An anatomical structure that has more than one cell as a part. ; ,An anatomical structure that has more than one cell as a part.,,
http://purl.obolibrary.org/obo/UBERON_0000464,anatomical space,anatomical spaces|space|lumen|lumen space,"Non-material anatomical entity of three dimensions, that is generated by morphogenetic or other physiologic processes; is surrounded by one or more anatomical structures; contains one or more organism substances or anatomical structures.",immaterial anatomical entity,Anatomical entity that has no mass. ; ,Anatomical entity that has no mass.,,
